icd,Latin,Transliterated
L40,arthritis psoriatica,артритис псориатика
Q98,Klinefelter syndrome,клинефелтер синдроме
K22,esophageal Achalasia,езофагеал ахалазиа
L00,Pemphigus neonatorum,пемфигус неонаторум
F84,autistic Psychopathy,аутистик психопати
E78,Choreoacanthocytosis,хореоакантоцитозис
M30,Periarteritis nodosa,периартеритис нодоза
H15,Posterior staphyloma,постериор стафилома
A74,inclusion blenorrhea,инклузион бленорреа
Q77,Diastrophic dwarfism,диастрофик дварфисм
G93,Myalgic eNCEPHALITIS,миалгик енцефалитис
R53,Myalgic eNCEPHALITIS,миалгик енцефалитис
A21,pneumonic tularaemia,пнеумоник туларемиа
D68,Hypoproconvertinemia,хипопроконвертинемиа
D68,Owren Parahemophilia,оврен парахемофилиа
J32,sphenoidal sinusitis,сфеноидал синузитис
F60,paranoid personality,параноид перзоналити
Q93,cri du Chat syndrome,кри ду хат синдроме
B08,ERYTHEMA infectiosum,еритема инфекциосум
G71,"Myopathy, myotubular","миопати, миотубулар"
E28,ovarian Hypofunction,овариан хипофункцион
C92,granulocytic sARCOMA,гранулоцитик саркома
Q21,atrial septal defect,атриал септал дефект
D75,Chuvash polycythemia,хувасх полицитемиа
C71,cancer of cerebellum,канцер оф церебелум
I42,myocardial Hamartoma,миокардиал хамартома
D61,Fanconi pancytopenia,фанкони панцитопениа
H18,"Amyloidosis, Corneal","амилоидозис, корнеал"
Q85,Van Asperen syndrome,ван асперен синдроме
I82,Budd-Chiari syndrome,будд-хиари синдроме
D68,antiplasmin defiency,антиплазмин дефиенци
G31,"Mngie, Rrm2B-Related","мнгие, ррм2б-релатед"
Q77,acromicric dYSPLASIA,акромикрик дисплазиа
E79,"Nephrolithiasis, Dha","нефролитиазис, дха"
D70,cyclical neutropenia,цикликал неутропениа
Q82,uRTICARIA pigmentosa,уртикариа пигментоза
D47,uRTICARIA pigmentosa,уртикариа пигментоза
Q35,Uranostaphyloschisis,ураностафилосхизис
E77,Alpha-D-mannosidosis,алфа-д-маннозидозис
Q81,acantholysis bullosa,акантолисис булоза
E78,Hypolipoproteinaemia,хиполипопротеинемиа
H35,retinitis pigmentosa,ретинитис пигментоза
K50,regional ileocolitis,регионал илеоколитис
M34,scleroderma syndrome,склеродерма синдроме
M34,"Scleroderma, Diffuse","склеродерма, диффузе"
L81,lentiginosis profusa,лентигинозис профуза
Q82,Walt Disney dwarfism,валт диснеи дварфисм
Q87,Yunis Varon syndrome,иунис варон синдроме
M34,scleredema adultorum,склередема адулторум
E75,Wolman xanthomatosis,волман кзантоматозис
C90,leukemia Plasmacytic,леукемиа плазмацитик
C90,Plasma Cell Leukemia,плазма цел леукемиа
C90,plasmacytic leukemia,плазмацитик леукемиа
M30,"Angiitides, allergic","ангиитидес, алергик"
H46,retrobulbar Neuritis,ретробулбар неуритис
I68,Cystatin amyloidosis,цистатин амилоидозис
E85,Cystatin amyloidosis,цистатин амилоидозис
J67,Allergic pneumonitis,алергик пнеумонитис
E75,sulfatide lipoidosis,сулфатиде липоидозис
L42,pityriasis circinata,питириазис цирцината
H35,malattia Leventinese,малаттиа левентинезе
C63,cancer of epididymis,канцер оф епидидимис
G54,neuralgic amyotrophy,неуралгик амиотрофи
Q73,Bilginturan syndrome,билгинтуран синдроме
H53,Refractive amblyopia,рефрактиве амблиопиа
C49,fibroblastic sARCOMA,фибробластик саркома
A66,gummatous frambeside,гумматоус фрамбезиде
C32,cancer of subglottis,канцер оф субглоттис
L98,dERMATITIS artefacta,дерматитис артефакта
E71,Glutaric Acidemia 2A,глутарик ацидемиа 2а
E71,Glutaric Acidemia 2B,глутарик ацидемиа 2б
E71,Glutaric Acidemia 2C,глутарик ацидемиа 2к
B02,HERPES zoster Oticus,херпес зостер отикус
B02,Ramsey Hunt syndrome,рамсеи хунт синдроме
Q77,Mesodermic dYSPLASIA,мезодермик дисплазиа
E61,Magnesium deficiency,магнезиум дефициенци
C71,Astrocytosis cerebri,астроцитозис церебри
C10,cancer of oropharynx,канцер оф орофаринкс
C10,oropharyngeal cancer,орофарингеал канцер
I20,Preinfarction angina,преинфаркцион ангина
K29,atrophic Gastritides,атрофик гастритидес
G71,Dystrophia myotonica,дистрофиа миотоника
E76,Lipochondrodystrophy,липохондродистрофи
Q77,"Semd, Strudwick Type","семд, струдвикк типе"
Q77,"Smed, Strudwick Type","змед, струдвикк типе"
E74,essential pentosuria,ессенциал пентосуриа
E77,Mucolipidosis type I,муколипидозис типе I
D64,Anemia SIDEROBLASTIC,анемиа сидеробластик
D64,Sideroblastic anemia,сидеробластик анемиа
K06,gingival hyperplasia,гингивал хиперплазиа
K06,gingival enlargement,гингивал енларгемент
K06,gingival hypertrophy,гингивал хипертрофи
Q87,Onychoosteodysplasia,онихоостеодисплазиа
E78,hyperchylomicronemia,хиперхиломикронемиа
J84,lymphangiomyomatosis,лимфангиомиоматозис
D48,lymphangiomyomatosis,лимфангиомиоматозис
P84,Intrapartum Asphyxia,интрапартум асфикзиа
M77,andrel epicondylitis,андрел епикондилитис
H50,divergent strabismus,дивергент страбизмус
G63,ATTRV30M amyloidosis,аттрв30м амилоидозис
E85,ATTRV30M amyloidosis,аттрв30м амилоидозис
B43,dERMATITIS verrucosa,дерматитис веррукоза
L83,acanthosis nigricans,акантозис нигриканс
M06,rheumatoid arthritis,реуматоид артритис
D48,Li-Fraumeni syndrome,ли-фраумени синдроме
G36,neuromyelitis optica,неуромиелитис оптика
H36,diabetic retinopathy,диабетик ретинопати
E78,abetalipoproteinemia,абеталипопротеинемиа
M65,de Quervain syndrome,де кверваин синдроме
Q77,pseudoachondroplasia,псеудоахондроплазиа
D61,myelophthisic anemia,миелофтизик анемиа
B08,eRYTHEMA infectiosum,еритема инфекциосум
H16,sclerosing keratitis,склерозинг кератитис
G00,bacterial meningitis,бактериал менингитис
D75,Chuvash polycythemia,хувасх полицитемиа
K76,hepatorenal syndrome,хепаторенал синдроме
H15,nodular episcleritis,нодулар еписклеритис
Q77,Acromicric dYSPLASIA,акромикрик дисплазиа
Q82,uRTICARIA pigmentosa,уртикариа пигментоза
D47,uRTICARIA pigmentosa,уртикариа пигментоза
H35,retinitis pigmentosa,ретинитис пигментоза
L81,angioma serpiginosum,ангиома серпигиносум
A19,miliary tuberculosis,милиари туберкулозис
F44,dissociative aMNESIA,диссоциативе амнезиа
D53,megaloblastic anemia,мегалобластик анемиа
E61,magnesium deficiency,магнезиум дефициенци
H16,keratoconjunctivitis,кератоконйунктивитис
L82,seborrheic keratosis,себорреик кератозис
L74,miliaria crystallina,милиариа кристалина
R73,prediabetes syndrome,предиабетес синдроме
H55,pathologic nystagmus,патологик нистагмус
I70,n ARTERIOSCLEROSIS,н артериосклерозис
