
диагноза,ICD
гръбначна мускулна атрофия на детството,G12
Спинална мускулна атрофия тип 3,G12
Спинална мускулна атрофия, фамилна,G12
Спинална мускулна атрофия, лека детска и юношеска форма,G12
СПИНАЛНА МУЗКУЛЯРНА АТРОФИЯ, ТИП III,G12
СПИНАЛНА МУЗКУЛЯРНА АТРОФИЯ, ТИП III; SMA3,G12
Тип III Спинална мускулна атрофия,G12
Луксация на очите,H44
Луксация на очите (разстройство),H44
хиперпаратиреоидизъм поради бъбречна недостатъчност,N25
хиперпаратиреоидизъм поради бъбречна недостатъчност (нарушение),N25
вторичен хиперпаратиреоидизъм,N25
вторичен хиперпаратиреоидизъм (с бъбречен произход),N25
вторичен хиперпаратиреоидизъм с бъбречен произход (разстройство),N25
рак на лабиум минора,C51
рак на лабиум минора,C51
Злокачествена Labia Minora неоплазма,C51
Злокачествен тумор на Labia Minora,C51
злокачествена неоплазма на лабиум минора,C51
