A08.1, гастроентеропатия 
R73.9, повишена гликемия на гладно 
R73.9, висока гликемия на гладно 
R73.9, нарушена гликемия нагладно 
R73.9, нарушена гликемия на гладно/ 
R73.9," висока гликемия на гладно, инсулинова резистентност "
Z32.1, бременност мл vi 
Z32.1, бременност- 24 гест седм 
Z32.1, бременност ІІІ л. м 
Z88, медикаментозна алергия 
Z88, медикаментозна алергия към инсулин 
Z88, медикаментозна алергия към тирозол 
Z88, медикаментозна алертгия (метизол и пропицил) 
Z88, медикаментозна алергия-пропицил и метизол 
Z88, медикаментозна алергия към метизол 
Z88, медикаментозна алергия (метизол и пропицил) 
Z88, медикаментозна полиалергия 
Z88, медикаментозна алергия - метизол и пропицил 
Z88," медикаментозна алергия (метизол, тирозол) "
Z88, медикаментозна алергия към метизол ! тао кл 2а 
Z88," медикаментозна алергия (метизол, пропицил) "
Z88.8, алергия медикаментоза / кум метизоли/ 
Z88.8, алергия медикаментоза 
Z88.8, алергия кум инсулино 
Z88.8, алергия медикаментоза / метизол!/ 
Z88.8, алергия медикаментоза / кум тирозол!/ 
Z88.8, алергия медикаментоза / кум метизол/ 
Z88.8, алергия медикаментоза / пропицил/ 
Z88.8," алергия медикаментоза / метизол, тирозол/ "
Е13.1, кетоацидоза
Е13.1, диабетна кетоацидоза 
Е13.1, кетоацидоза
Е13.1, диабетна кетоацидоза 
Е13.1, кетоацидозис
Е13.4, диабетна нефропатия 
Е13.4, начална диебатена нефропатия 
Е13.4, диабетна нефропатия /начална/ 
Е13.4, диабетна нефропатия- хбн-термин 
Е13.4, диабетна нефропатия - начален стадий 
Е13.4, дибаетна нефропатия 
Е13.4, диабетна нефропатия гр 
Е13.4, диабетна нефропатия диабетна полиневропатия 
Е13.4, начална диабетна нефропатия 
Е13.4, нефропатия диабетика 
Е13.4, нефропатия диабетика инципиенс 
Е13.4, начална диабетна нефропатия 
Е13.4, диабетна нефропатия 
Е13.4, диабетна нефропатия - начална 
Е13.4, нефропатия диабетика инц 
Е13.4," невро, ретино и нефропатия диабетика "
Е13.4, нефропатия диабетика (инц. ) 
